('xl9K_rz8cHk', 0.00011062397008358918)
('CZ-EdToH180', 0.00011056059634468954)
('Q1NL2RzugVE', 0.00011054810906400734)
('RaeF00sqW34', 0.00011054810906400734)
('sNwwIVMUbos', 0.00011054426522707989)
('0pohb56Li9U', 0.00011053524147812183)
('wvAkhS0WgFk', 0.00011051502995085196)
('1ZSZ6RvKE70', 0.00011051502995085196)
('FkdC-WXX1LE', 0.00011051502995085196)
('qBQWvBvL4Xo', 0.00011051502995085196)
('Db7hA1HvK9k', 0.00011051502995085196)
('tMxTarA_mcg', 0.00011051502995085196)
('HPutgmAzgQA', 0.00011049540132223588)
('BE8b02EdZvw', 0.00011049540132223588)
('sWUTDY_pkfQ', 0.00011049540132223588)
('WuNKITvJH34', 0.00011049166508588133)
('sOfoeIcGlx8', 0.00011049166508588133)
('DwiQrm9TXXc', 0.00011046984933520601)
('Jkc_E3C7GWE', 0.00011046984933520601)
('b8ulTo4s3So', 0.00011041569281699463)
('dQQNz86UBqg', 0.00011041569281699463)
('uC8rFgKuWZA', 0.00011041569281699463)
('2SxPhpuEjGQ', 0.00011041569281699463)
('b_qn2I0v7Vk', 0.00011041569281699463)
('HsMHJidaB7k', 0.00011041569281699463)
('kBwiYyRg18A', 0.00011036573793901972)
('QBKZh3Izerw', 0.00011036573793901972)
('lWp5ivD2a4M', 0.00011034157134383621)
('xrpFE2yoJuQ', 0.00011034157134383621)
('c_2lCKbHJPo', 0.00011034157134383621)
('VCwNgaupTNI', 0.00011034157134383621)
('sOoAh0r4wRM', 0.00011023601693023198)
('aXMHmtEPXmU', 0.00011023601693023198)
('9PWtf5SGENw', 0.00011022522073140604)
('21CP04cBrB0', 0.0001101862539849753)
('Pj3SIXtLaAY', 0.00011018331576939315)
('TwBJ8_V0_TE', 0.00011018331576939315)
('aE8pJDobJ8Y', 0.00011012678641456117)
('vBwur1S-n_o', 0.00011012678641456117)
('vx0P8JHHh6k', 0.00011012678641456117)
('1bt4vxZWLGs', 0.00011012678641456117)
('o9GdiMyDPMQ', 0.00011008076144870695)
('9CUX05StWCI', 0.00011003705738612945)
('KbDpJr4rc2M', 0.0001100141965267587)
('Sz3aHQzE4pI', 0.0001100141965267587)
('4cpzE0kUSSQ', 0.00011000102210606015)
('hCMdy66Cmoo', 0.00011000102210606015)
('ecqt9TiAvOs', 0.00011000102210606015)
('uJhW3M2XsgY', 0.00011000102210606015)
('pSPmcaRvCmw', 0.00010996390941934257)
('JsQnRH49s6U', 0.00010990981032106045)
('O_WRyfqJfag', 0.00010986401526237779)
('zUhmPPcZRmU', 0.00010986401526237779)
('UK_vA8ZWenc', 0.00010986401526237779)
('y6hcuxxwZ7A', 0.00010986401526237779)
('b06hdoQvw_M', 0.00010986401526237779)
('ePNkqH5LJL8', 0.00010986401526237779)
('D4IkdvJyqKA', 0.00010986401526237779)
('8BZ1NEn0ebY', 0.00010986401526237779)
('8uJgao-WHjE', 0.00010985505616376256)
('RntKJ5ihTdI', 0.00010985505616376256)
('Sxhl9t46E2Y', 0.00010985505616376256)
('4_qZ3_YKYNk', 0.00010984634067720089)
('JP5PHGJ0vkU', 0.00010984634067720089)
('CThBm7yECdI', 0.00010984634067720089)
('hcoWD2IdadM', 0.00010984634067720089)
('cjtKKFGEKqw', 0.00010984634067720089)
('I0fC6NmsX-I', 0.00010981472831791753)
('10vWOJFbGAM', 0.00010981472831791753)
('GV8xy8mnnGw', 0.00010979955776177569)
('USEsIINcask', 0.00010979955776177569)
('tw2HJRHzqn4', 0.00010979955776177569)
('1pJa9mFLHc4', 0.0001097976077960436)
('DMN9Bc5QfzE', 0.0001097976077960436)
('__3HsoLP8FQ', 0.0001097940635538714)
('4QaOoskiA-o', 0.0001097940635538714)
('R6E1eeF78sk', 0.0001097940635538714)
('NhkCAPG6yu4', 0.00010975768169336819)
('YEE2_U-mtLI', 0.00010975768169336819)
('l2EZiQz4a58', 0.00010975768169336819)
('ouGI-e9By9k', 0.00010975768169336819)
('xVMSgMNKCjE', 0.00010975768169336819)
('AnJRy2TlmWg', 0.00010975768169336819)
('HMShkKh7w_k', 0.00010975768169336819)
('NtdR-AHib0Y', 0.00010970107167479986)
('r_AXuRwQVb0', 0.00010968294425430548)
('GpAIr3AH9tk', 0.00010968294425430548)
('aIPsNXQuLxs', 0.00010968294425430548)
('q_Oz3Kw9uqI', 0.00010967823390407908)
('Ho4ZHSMsQ9Y', 0.00010967823390407908)
('Rgykmd_w1Kw', 0.00010967037937965956)
('Nq8hIeqEeTw', 0.00010963595207205812)
('fZlZiwa4CMc', 0.00010963122699314822)
('mvkUiifb7oU', 0.00010963122699314822)
('RXb-tMXpP8E', 0.00010958675855881547)
('Ghpz5wxbqXY', 0.00010958675855881547)
('Uf2fE4-Gzsw', 0.00010958149710316666)
('TWpJbWdwkUc', 0.00010957429236319781)
('YqdyMz5VlCA', 0.00010957429236319781)
('6azKj0QXC40', 0.00010956784999409287)
('gQQTjIKLlzY', 0.00010956784999409287)
('JQzlHJEjg90', 0.00010956784999409287)
('IQa1C7byLbk', 0.00010956784999409287)
('piRqEDX2I_c', 0.00010956784999409287)
('RQykK_X5kB0', 0.00010953251613005995)
('_2ZvswgQmNc', 0.00010951481886616191)
('en3CUhhEwOU', 0.00010948051656658042)
('akJygsSXcjw', 0.00010948051656658042)
('MC-uuW6SoZM', 0.00010947231902707911)
('459DlYP6Ffg', 0.00010947231902707911)
('rGSXauVXShk', 0.00010947231902707911)
('_s7fn4Hy8rg', 0.00010947231902707911)
('XJvDstFi8Po', 0.00010942514972606388)
('D-Bk8WYSsCk', 0.00010935823107875537)
('Woq84n7JcR0', 0.00010934676649564677)
('6PNtt4S3vXU', 0.00010934676649564677)
('UINifDG1m1Q', 0.00010934641448221645)
('pXjOmlyqpWQ', 0.00010934641448221645)
('0CjBpz1HmwU', 0.00010934408471180588)
('F5GN3afZiIY', 0.00010934408471180588)
('GBp8X7VNt9I', 0.00010933872655998264)
('LZZ8o-ZuGoc', 0.00010932302852175986)
('IsuNP-LXXWo', 0.00010931564951398714)
('8XL3H62LL6U', 0.00010930000526532457)
('hUYj4C0sa4I', 0.0001092178409737485)
('muxxk7HMxFo', 0.0001092178409737485)
('lzdC6B_tx9E', 0.0001092178409737485)
('cLlXiHct2zM', 0.00010920340010988228)
('48oeyyiqwzM', 0.00010916707987574172)
('n5M-HV7rQ_A', 0.00010916707987574172)
('B72FAq9jR-4', 0.00010916707987574172)
('dEIi7jGGJas', 0.00010914530264355204)
('tnJVHitN5j4', 0.00010914530264355204)
('KnuqiHuLDkQ', 0.00010913624289987551)
('rygzf19EV3M', 0.00010913624289987551)
('l3APYOAiN00', 0.00010913624289987551)
('CfHdqASXevM', 0.00010913624289987551)
('dQEq4NJKsGE', 0.00010912517098470549)
('_uHQV1m0oRk', 0.00010912517098470549)
('c08QTjgLy50', 0.00010911473867739238)
('3P_-UTjk8LA', 0.0001090489521944874)
('MbZLHMv-218', 0.0001090489521944874)
('19T7t96f4zQ', 0.0001090489521944874)
('tWAf5wWtrew', 0.00010901931738745309)
('OwGUyQNZoOw', 0.00010901931738745309)
('syU7yFcJWXI', 0.00010901931738745309)
('eognehfubiU', 0.00010901931738745309)
('-LDAcMjmb5s', 0.00010900921010634808)
('WZpq83SrlOI', 0.00010900921010634808)
('D62cbJQzfgw', 0.00010900481941098683)
('PTSht6ZH3xA', 0.00010897623959681894)
('dJu4yLtExSs', 0.00010896528691535741)
('z5qb4bWdm3s', 0.00010890695735371306)
('j94PrOYx-34', 0.00010889665562110064)
('Ib2F9GzVfWw', 0.00010887142419517095)
('NrC2-L6GE9Q', 0.00010887075292943185)
('RoYPZDCEpGg', 0.00010886622325811704)
('RVBJKzBX8EY', 0.00010885742567190304)
('Px1hPrB5-pM', 0.00010885579403350789)
('KCDvfGoWVsY', 0.00010885514602334233)
('rxozw6vIO-w', 0.00010885514602334233)
('xv_jqVvSEhc', 0.00010880835650610337)
('wsInaxCP_JA', 0.00010880835650610337)
('Ic-VJgmluAs', 0.00010880835650610337)
('L-dbr5HcQH4', 0.00010880835650610337)
('BoDQLsusJVs', 0.00010880835650610337)
('tz_G4CH3lyM', 0.00010880835650610337)
('GKQO6dcRFh4', 0.00010880049430292647)
('Z07mAQFyCcg', 0.00010880049430292647)
('kQD7_xWomH4', 0.00010880008430071578)
('CtOT_o_zAlA', 0.00010878118772927913)
('YZ7BkVtMZDc', 0.00010876788876843908)
('TQKWe_ZVE00', 0.00010876788876843908)
('A6Cb1UO5k-I', 0.00010875841979030772)
('se4Uvt5Dra0', 0.00010875841979030772)
('A8wUkGkq0ug', 0.00010875841979030772)
('uv2MwFHKo9o', 0.00010875645698259368)
('Ft7mAncQKcQ', 0.00010875645698259368)
('eQqGr5FrRrg', 0.00010875645698259368)
('UAdWizVUftA', 0.00010867186980173546)
('aGLEb042PrU', 0.00010867186980173546)
('ecDWqaLoeUY', 0.00010865365801951409)
('hyok7GIA9zc', 0.00010865365801951409)
('6AYzxsm-k0E', 0.00010865365801951409)
('Dm1WVKU8PWk', 0.00010865365801951409)
('sjrE0OXPa5o', 0.00010865365801951409)
('RZOJ-QKIJsE', 0.00010865365801951409)
('SOAv3jDklTI', 0.00010861474003433518)
('kbQogdchTXk', 0.00010861474003433518)
('7mMhGidM_B8', 0.00010861474003433518)
('SAVW6AN6XTA', 0.00010861462885020406)
('goa4ge0Pn3A', 0.00010860753803231744)
('Csm_B8Jfrps', 0.00010860727632851877)
('dzIV7NYVdCo', 0.00010860727632851877)
('QgFHLYz9pQM', 0.00010860673024388768)
('ecrgJBnRa2Q', 0.00010860673024388768)
('hG5a-RISa2A', 0.00010860673024388768)
('gBopLU7Cn9w', 0.00010859817033325281)
('a0qaIvb3bGA', 0.00010859817033325281)
('RgGutD8Ce2A', 0.00010859817033325281)
('U9lyC1-KZ_4', 0.00010857311342237106)
('1S9puIPiW9Q', 0.00010857311342237106)
('AB2rtWgpZOQ', 0.00010857311342237106)
('bEzNc_6l9A4', 0.00010857111718315532)
('JC3_fKkRu74', 0.00010856278171585392)
('K0IDmozTODs', 0.00010855084728668479)
('Z8GitS8-KUM', 0.00010854433288846084)
('lIo1pNASlfw', 0.00010851805262353321)
('NGi3XWpVmDM', 0.00010851171808525031)
('1yo-NGtfU9o', 0.00010851171808525031)
('h7-PxDVlG1g', 0.00010850352951458312)
('mPX65ziFKUQ', 0.00010849907854290062)
('NsiymvcJKAE', 0.00010849907854290062)
('9hbWgSmeUa4', 0.00010849907854290062)
('FxI-BdctIJA', 0.00010849907854290062)
('J1jkLsLBXP4', 0.00010849907854290062)
('ZH8febKopFk', 0.00010849718090347893)
('yacQnvc5abE', 0.00010842829438756566)
('qB5DGBTdO9c', 0.00010842829438756566)
('llN5JKMA4pQ', 0.00010842829438756566)
('Lauvu6OXWjI', 0.00010841172342693056)
('HRfXFEwha4M', 0.00010837463372002415)
('fOFDu6_D0fE', 0.00010837463372002415)
('c2z4yTYJzjA', 0.00010836281399268817)
('DJXLExhf6d8', 0.00010836281399268817)
('yctnlzKA7yo', 0.00010833852379129729)
('tyt8voHyJj0', 0.00010824985170679442)
('FbYoZROEW1E', 0.00010824386886331928)
('HP70FM4llWk', 0.00010822876328806945)
('IuGUmI3TpPk', 0.00010821021604257854)
('hcUAS9YkUUc', 0.00010818592793735855)
('3zlkGKNEbIg', 0.00010816184636664322)
('Pt9bbFkNoLA', 0.00010814802342181857)
('d4_5kd1rbJ0', 0.00010814592922284394)
('Nzebq_SaPBg', 0.00010814035835405841)
('9SIZPZr26hA', 0.00010812317002863093)
('Ib7NaGEgj4Y', 0.00010812317002863093)
('qQCzo24kKfw', 0.00010810259154972835)
('SF2kwwYs4aQ', 0.00010809038316500677)
('sZc2QIfXCag', 0.00010809038316500677)
('TfdJ9M4gmrM', 0.00010809023672383359)
('IfU_aBJXMbY', 0.00010809023672383359)
('TxI74qHtqkE', 0.00010809023672383359)
('GxqWMXrTgis', 0.00010809023672383359)
('Ay0aOoCfA88', 0.00010808640999691884)
('vYCe-8ai1Cs', 0.00010808640999691884)
('LDMZFmsqf9Q', 0.00010808640999691884)
('hgltUrqsj4Y', 0.0001080734943269924)
('Yb3ijweEMtc', 0.00010805695228088362)
('fUxc7X1OPi0', 0.00010805695228088362)
('1-eVNnkZ7YE', 0.00010805695228088362)
('RI17bDurtOA', 0.00010804348960942162)
('wJ_WHQLTWcc', 0.00010804042271511948)
('YcUsjp-NKlc', 0.00010804042271511948)
('Etr1l4i6slA', 0.00010801806491645139)
('GQWd0x0vnvE', 0.00010801326594076017)
('_gVJ3J1okAg', 0.00010801009007463288)
('8Kals25J2cs', 0.00010801009007463288)
('Zb2n50KskY8', 0.000107992670465781)
('rkHdloiQ0WU', 0.00010797645205408675)
('z37PDlL_Xnc', 0.00010797645205408675)
('0YlZ-033EAM', 0.00010795291897833629)
('Fk7V-ya7WB8', 0.00010791172440608189)
('sQHtUAi6FEc', 0.00010788474174098034)
('_a74Q3UJMzQ', 0.00010788474174098034)
('r9dHbAF2uoM', 0.00010786697769569906)
('naMYbi36BhM', 0.00010783936176569234)
('n58ClcScmVk', 0.00010783450205191817)
('wV-5bS9sKSc', 0.00010783155399403056)
('wkn5lMiyNLA', 0.0001078312142153522)
('ePndiPcLF3g', 0.00010778764308354243)
('ayn_1OYeCGk', 0.00010777020827254975)
('QxIDLRbcDWQ', 0.00010777020827254975)
('1eGqXmK0G-k', 0.00010777020827254975)
('5Zh1VpQAQjM', 0.00010775402126233972)
('-XAm4rJ_zkA', 0.00010775402126233972)
('JS-39h24EMA', 0.00010775402126233972)
('C91kkb-g044', 0.00010775402126233972)
('1AoGKAsRQYc', 0.00010775402126233972)
('5LYhUpc_ciI', 0.00010774966435157572)
('MmZRNlHt2Kk', 0.000107741863572456)
('3_g928CIznU', 0.00010772877525858761)
('wIatCguZPtk', 0.00010772877525858761)
('z9OxxrO289E', 0.00010772245759957102)
('iHkVTDWq9MM', 0.00010771422599847119)
('ZUK6CU0_54Q', 0.00010771044558351598)
('KlIraaj_WlA', 0.00010770875840108128)
('_2yP5BbC9PE', 0.00010770430236843892)
('BoQKbUZWek4', 0.00010769260944771823)
('NTqOwmayMwM', 0.00010769260944771823)
('4fc8N4dOoag', 0.00010769260944771823)
('DmHkuF_Cpps', 0.00010769247260570046)
('9tCz_byxcik', 0.00010768090489968109)
('yrgyjEC5TxY', 0.00010766674943404825)
('HKbStjeQwow', 0.00010765603116917167)
('svXgT45HuuI', 0.00010765603116917167)
('FRCchR_ghyU', 0.00010765603116917167)
('KOJq1r-1TcQ', 0.00010764475439785166)
('PBrUdDcgVD4', 0.00010761941554054292)
('xYoh3eyGUpo', 0.00010759954385021895)
('NIGRRZ4RlDU', 0.00010759863983848938)
('stXMA4xcqZ0', 0.0001075948260537311)
('fDm5sbcZ2ew', 0.00010759329420410121)
('70cOHlKIYzs', 0.00010759329420410121)
('lBkO1gJzKgU', 0.00010759329420410121)
('EeqhkGGWL5A', 0.00010759329420410121)
('CSZJuyxCaRI', 0.00010758034972725713)
('SJ2KiavJfeY', 0.00010756809158785001)
('fzsDFw8qp64', 0.00010756688551122153)
('bYqVAQOMNj8', 0.00010756688551122153)
('gY2f7tPPiWs', 0.00010756640207810184)
('Li3BXpKCVKY', 0.00010756388250519361)
('YmvBUBPNtec', 0.0001075523599072855)
('RvrILLDluNk', 0.0001075523599072855)
('U8C2PJwTvJ8', 0.0001075523599072855)
('pttjvXKxeGQ', 0.0001075523599072855)
('cn5lPBmbh0Y', 0.00010751570180164881)
('q4fZ4XZBhsw', 0.00010751489414957425)
('cNDVZc03Qec', 0.00010750934013208476)
('9gADYvkzMRs', 0.00010748699234463582)
('LI1OmH4Z1T0', 0.00010748699234463582)
('TfMF1RugLcU', 0.00010748409098569271)
('Jdh3Ait_dkM', 0.00010748409098569271)
('G2g0e102VaU', 0.00010747203103845362)
('JMR2wdUqDoQ', 0.00010745812056370389)
('kBhoPEEfnV0', 0.00010739299281757416)
('GqrSJqCpplg', 0.00010739207272348529)
('pT95G08qWxk', 0.0001073856030767188)
('w9XsrbGOJF0', 0.00010734371722454525)
('TACJoyG1B9k', 0.00010733786465722377)
('f-uk5RyDXf4', 0.00010732707181457665)
('0vSd6c45aBQ', 0.00010732604719181565)
('n-vkj5G9uxY', 0.0001073141137411996)
('thBZZQyYd5g', 0.00010729861520984174)
('ofHHaS7xiD8', 0.00010729774330709925)
('DQRVFILbEi4', 0.00010728901436544023)
('V6XeSRwREf8', 0.00010728878721441695)
('Dxjkfpjpldk', 0.00010726424630924536)
('k0PphumEqBs', 0.00010724184432335293)
('lzJgSqAWGRw', 0.00010723583900055413)
('1lq2C5_Z5Q0', 0.00010723020534168311)
('U0YCqQuFZjg', 0.00010720757304022435)
('nbMhbs4ClNg', 0.00010720351481142759)
('LoA46HbivWI', 0.00010719768179988395)
('C71u5lMnr1w', 0.00010716172168514764)
('8b0K5Vt7TRQ', 0.00010716172168514764)
('5Qak8YL9wqM', 0.00010715628671424447)
('h_09qqkJexs', 0.00010714941878141197)
('Yiq2VKqPLZk', 0.00010714941878141197)
('r5RkA2zERW8', 0.00010714941878141197)
('vR5ytgJGBv0', 0.00010709909537249449)
('_8aKZBV95UY', 0.00010709909537249449)
('nYtL6vj2tnY', 0.00010708413963750549)
('nFrcPgyRG9w', 0.00010707098218165655)
('rfzt9rvj6qQ', 0.00010707098218165655)
('gpXsfgeZo60', 0.00010705512047840404)
('-Iu1WojaA14', 0.00010705512047840404)
('XPUdo0FLSPk', 0.0001070535280063644)
('jDJOsTdYD80', 0.00010705271138369557)
('TUQHeAqe5vo', 0.00010704179655035055)
('9ZrrHHddKPw', 0.00010704179655035055)
('FKkNg3HnzLk', 0.00010704179655035055)
('1EhlFOoYktU', 0.00010703923128935405)
('9rhfzDm5KVM', 0.00010703701521155317)
('Tab5nZ2KDqw', 0.00010701531614575102)
('jGyW2_yTUrk', 0.00010700348404819755)
('yWVZwLC6rEc', 0.00010699907764183049)
('RVULtyAYNCw', 0.00010699163554506179)
('UFlLXlF6B04', 0.00010699163554506179)
('cC0rCcLg-VM', 0.00010699163554506179)
('VgCO8RrHybg', 0.00010695536465329658)
('h9rnysVEUYI', 0.0001069376672363309)
('IOIbh31a45c', 0.00010692629934739926)
('kB6TMXG1OxM', 0.00010690875109392774)
('vbSGtA-tOAQ', 0.00010689383353685999)
('rk3bVxkI_SQ', 0.00010689383353685999)
('LtxJsVPfzfY', 0.00010689073368254503)
('85ezeofcG_Q', 0.00010688516750550693)
('8krO7Q3vSys', 0.00010688516750550693)
('EnnlaMa-sP0', 0.00010688516750550693)
('w3dTHBKG77o', 0.00010688516750550693)
('3qhZdKgCZSk', 0.00010688516750550693)
('Bkayx7a3O54', 0.00010688516750550693)
('jx7iFL6PV3M', 0.00010684747339705517)
('6STISZ1HhqQ', 0.0001068331192772835)
('N4Cy9AyQq7Y', 0.0001068331192772835)
('3BR1osgYsMo', 0.00010682892638182727)
('1LmpyCc200M', 0.00010682892638182727)
('Uiqda_ECmfg', 0.00010682347869245356)
('C3OuAoZ8FmM', 0.00010681836530707709)
('AmJ3fHt_gMU', 0.00010681305717874338)
('D8y8uQj1lUU', 0.00010679138546186742)
('_un76AUP9Po', 0.00010678884122955487)
('C9w1Gn369NA', 0.00010677501182621939)
('tFTh4otvEDM', 0.00010677501182621939)
('m_XuH1YNSLY', 0.00010677163963914989)
('tS6BTiePaHM', 0.00010677115837457078)
('q9ZovOsQZE4', 0.0001067691495269137)
('UQqHvotTTYc', 0.00010676695793262595)
('wP0eRgcTS4Q', 0.00010675835860737151)
('VMgKTmNac6U', 0.00010674353430686201)
('_M_h4gV8-mk', 0.00010673600050358693)
('kK7sv8lxKt0', 0.00010668493837832327)
('qr8fmlCgiVg', 0.00010668038880196613)
('IOuAqBlemEs', 0.00010663822007572604)
('zeWXzJJOktw', 0.00010663822007572604)
('FN9JSuG_IgY', 0.00010663822007572604)
('t2sHSUHvjHQ', 0.00010662013394567563)
('BnZVUHsKxiU', 0.00010660695362452878)
('Rm2h6cO7llY', 0.00010660374462135794)
('rScqca3vUog', 0.00010657100244370621)
('zlilIAGcYw0', 0.00010657100244370621)
('jnootJ2vLLk', 0.00010656894158079062)
('Mv4_ShxzJkg', 0.00010654825134427774)
('uBVnz0x__SU', 0.00010654525147881403)
('P7IZPmwTg24', 0.00010654525147881403)
('s0aBK_TuOm0', 0.00010653349090439529)
('mOnvHtnrPSQ', 0.00010652192185088873)
('e4hB00yq1oc', 0.00010652192185088873)
('dSPTQjz3X4A', 0.00010652192185088873)
('0UZvnabK5HI', 0.00010651804741858422)
('pvkTvy3Nqsc', 0.00010649028911446935)
('rlG3HYxRyXY', 0.00010648906271620394)
('b8HtBpMd1vY', 0.0001064828092285474)
('e9ogsRK-XUg', 0.00010645675551701193)
('xMLP7u5cRvU', 0.00010642823022789113)
('kABfZJYC3Ow', 0.0001064178449341414)
('fomiTa3Ryko', 0.00010638991112497118)
('vZ-tNoQWGPQ', 0.00010637583159824792)
('BtrsOevkIZk', 0.00010635372864828605)
('CH10dHu_Bhk', 0.00010635372864828605)
('woZfEHrZ2uQ', 0.00010634604535053371)
('onHbRtCVH2w', 0.00010634604535053371)
('hE9gMF1ZcZs', 0.00010634604535053371)
('bHq64y4xWpE', 0.00010632054250043536)
('1mnGf9yD-uE', 0.00010630613646972642)
('dm-uW4MfRLM', 0.00010630382078979975)
('9o2OhEllIhM', 0.00010629342360594165)
('bkIRMxtxZtY', 0.00010628789827923991)
('0uAKSR03KMc', 0.0001062848953964404)
('jkA6Tu683QQ', 0.00010626140987743454)
('QmZaxJqce9w', 0.00010624445497039627)
('qH_8OuuzA3A', 0.00010623707853268576)
('P-hH6lN4uCQ', 0.00010623205857579083)
('W-NTnVxLx7c', 0.00010619714781086244)
('Il0tfsnva-k', 0.00010618172303898062)
('OBE_T-K8nhY', 0.00010617782695937971)
('0MGU2bAe56M', 0.00010617782695937971)
('TIAs_MH_7tg', 0.00010615725766190618)
('KFdcUfKhCxg', 0.00010613847109329234)
('6cmW2CXztrQ', 0.00010610059083745035)
('v2RT3LKty5w', 0.00010608804596547118)
('rBJxPAWRArQ', 0.00010607670739808452)
('oDilOLfrMYY', 0.0001060719680951243)
('ms3_EkS_RM4', 0.00010606583364014142)
('2ZtEer7Om5I', 0.00010606583364014142)
('rFRMiBaH42k', 0.00010606583364014142)
('tGf4wcqilYo', 0.00010604318997820709)
('4I3xFtqsi5Q', 0.00010602930135525696)
('Ac5RcQ1zLAU', 0.00010602307656248465)
('lMcTpGxlw8k', 0.00010601658474078374)
('FIhhwVyukew', 0.0001060064706344656)
('Cxo6CMmaxPk', 0.0001059935189861962)
('6n1l13MH810', 0.00010597831034384656)
('LiJKE5Sd8DI', 0.00010595965014782018)
('KK0UGazopQU', 0.0001059575471974281)
('8XwlGI9L6gI', 0.0001059550200739687)
('pwhH5Yo1Q2o', 0.00010593929245631786)
('D9EGN5CCvso', 0.00010593929245631786)
('7u-Wzfo3k6I', 0.00010591505794038196)
('XBmBhvznS_w', 0.00010591505794038196)
('Xc_K-ExuDHc', 0.00010591505794038196)
('bnAIXwTm7iw', 0.00010591310105151434)
('D401_OWTo5k', 0.00010588125925345818)
('t-j-o8oxjNk', 0.0001058539361010192)
('3pRas760Pt4', 0.00010585294593676813)
('A36v5LDNP1U', 0.00010585294593676813)
('7kJXpPPgpAc', 0.0001058468357972323)
('9LMFoSiKpPI', 0.00010584567913612744)
('AlXp5G4vLF0', 0.00010584186777569626)
('KP-yd7UPGZE', 0.00010582595767833947)
('kgg9SFVAvAU', 0.00010580758482887844)
('scMMZf21mms', 0.00010580758482887844)
('0_sTHgce3ug', 0.0001057963962275789)
('-p1c1LuIxgM', 0.0001057915450870462)
('koIL39RP1u0', 0.00010577648139200262)
('M04TMWgVXEY', 0.00010577648139200262)
('14K_ZJaQ_eY', 0.00010576318058532263)
('KOL9wvrVv_k', 0.00010575322318565513)
('bMW4fHV4dBA', 0.00010575139032866224)
('Bcf742hoca8', 0.00010575139032866224)
('Lal97q1bCKs', 0.00010572449240695244)
('0OoQGUsHiRA', 0.00010570733006558522)
('PZsCLvdKT5s', 0.00010568657726822144)
